combo,macro-accuracy,macro-F1,macro-recall,macro-precision,roc-auc
roberta__lora-finetune,0.7187335092348285,0.7085816888492779,0.7142885022861604,0.7391159482223574,0.785064681610349
mentalroberta__lora-finetune,0.7013192612137203,0.689739769488831,0.695820787331326,0.7220859049211352,0.7773084643693543
